"","x"
"975","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"976","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"977","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"978","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"979","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"980","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"981","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"982","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"983","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"984","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"985","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"986","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"987","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"988","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"989","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"990","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"991","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"992","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest"
"993","Obsidian in Early Woodland Contexts in the Upper Mississippi Valley"
"994","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin"
"995","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?"
"996","The Potential of Bulk δ^13 on Encrusted Cooking Residues as Independent Evidence for Regional Maize Histories..."
"997","The Potential of Bulk δ^13 on Encrusted Cooking Residues as Independent Evidence for Regional Maize Histories..."
"998","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin"
"999","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin"
"1000","Climate Change and the Archaic to Woodland Transition (3000-2500 Cal B.P.) in the Mississippi River Basin"
"1001","Obsidian Source Use in the Greater Yellowstone Area, Wyoming Basin, and Central Rocky Mountains"
"1002","Obsidian Source Use in the Greater Yellowstone Area, Wyoming Basin, and Central Rocky Mountains"
"1003","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1004","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1005","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1006","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1007","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1008","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1009","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1010","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1011","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1012","Problems of Ceramic Chronology in the Southeast: Does Shell-Tempered Pottery Appear Earlier than We Think?"
"1013","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1014","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1015","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1016","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1017","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1018","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1019","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1020","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1021","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1022","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1023","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1024","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas"
"1025","Identifying Necessity and Sufficiency Relationships in Skeletal-Part Representation Using Fuzzy-Set Theory"
"1026","Integrated Remote Sensing and Excavation at Double Ditch State Historic Site, North Dakota"
"1027","Reviewed Work: Mound Builders and Monument Makers of the Northern Great Lakes, 1200-1600 by Meghan C. L. Howey"
"1028","Integrated Remote Sensing and Excavation at Double Ditch State Historic Site, North Dakota"
"1029","Reconsidering Paleoarchaic Mobility in the Central Great Basin"
"1030","Reconsidering Paleoarchaic Mobility in the Central Great Basin"
"1031","Reconsidering Paleoarchaic Mobility in the Central Great Basin"
"1032","Beyond Squier and Davis: Rediscovering Ohio's Earthworks Using Geophysical Remote Sensing"
"1033","The Neolithic Demographic Transition in the U.S. Southwest"
"1034","The Neolithic Demographic Transition in the U.S. Southwest"
"1035","The Neolithic Demographic Transition in the U.S. Southwest"
"1036","The Neolithic Demographic Transition in the U.S. Southwest"
"1037","The Neolithic Demographic Transition in the U.S. Southwest"
"1038","The Neolithic Demographic Transition in the U.S. Southwest"
"1039","The Neolithic Demographic Transition in the U.S. Southwest"
"1040","Shabik'eschee Village in Chaco Canyon: Beyond the Archetype"
"1041","Shabik'eschee Village in Chaco Canyon: Beyond the Archetype"
"1042","Mud Wasp Nests as Markers of Middle Holocene House Structures in the Central Mississippi Valley"
"1043","Identifying Stone Tool Cut Marks and the Pre-Clovis Occupation of the Paisley Caves"
"1044","Shabik'eschee Village in Chaco Canyon: Beyond the Archetype"
"1045","Shabik'eschee Village in Chaco Canyon: Beyond the Archetype"
"1046","The Neolithic Demographic Transition in the U.S. Southwest"
"1047","The Neolithic Demographic Transition in the U.S. Southwest"
"1048","The Neolithic Demographic Transition in the U.S. Southwest"
"1049","The Neolithic Demographic Transition in the U.S. Southwest"
"1050","The Neolithic Demographic Transition in the U.S. Southwest"
"1051","The Neolithic Demographic Transition in the U.S. Southwest"
"1052","The Neolithic Demographic Transition in the U.S. Southwest"
"1053","The Neolithic Demographic Transition in the U.S. Southwest"
"1054","The Neolithic Demographic Transition in the U.S. Southwest"
"1055","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1056","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1057","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1058","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1059","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1060","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1061","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1062","The Neolithic Demographic Transition in the U.S. Southwest"
"1063","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1064","The Neolithic Demographic Transition in the U.S. Southwest"
"1065","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1066","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1067","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1068","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1069","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1070","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1071","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1072","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1073","The Neolithic Demographic Transition in the U.S. Southwest"
"1074","The Neolithic Demographic Transition in the U.S. Southwest"
"1075","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1076","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1077","The Neolithic Demographic Transition in the U.S. Southwest"
"1078","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1079","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1080","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley"
"1081","A Middle Archaic Burial from East Central Kansas"
"1082","A Middle Archaic Burial from East Central Kansas"
"1083","A Middle Archaic Burial from East Central Kansas"
"1084","A Middle Archaic Burial from East Central Kansas"
"1085","Implications of New Radiocarbon Ages on Coiled Basketry from the Northern Great Basin"
"1086","A Middle Archaic Burial from East Central Kansas"
"1087","A Middle Archaic Burial from East Central Kansas"
"1088","A Middle Archaic Burial from East Central Kansas"
"1089","A Middle Archaic Burial from East Central Kansas"
"1090","A Middle Archaic Burial from East Central Kansas"
"1091","Time and Archaeological Traditions in the Lower Illinois Valley"
"1092","Time and Archaeological Traditions in the Lower Illinois Valley"
"1093","Time and Archaeological Traditions in the Lower Illinois Valley"
"1094","A Middle Archaic Burial from East Central Kansas"
"1095","A Middle Archaic Burial from East Central Kansas"
"1096","Time and Archaeological Traditions in the Lower Illinois Valley"
"1097","A Middle Archaic Burial from East Central Kansas"
"1098","Implications of New Radiocarbon Ages on Coiled Basketry from the Northern Great Basin"
"1099","Time and Archaeological Traditions in the Lower Illinois Valley"
"1100","Time and Archaeological Traditions in the Lower Illinois Valley"
"1101","A Middle Archaic Burial from East Central Kansas"
"1102","Time and Archaeological Traditions in the Lower Illinois Valley"
"1103","Time and Archaeological Traditions in the Lower Illinois Valley"
"1104","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana"
"1105","Obsidian in Early Woodland Contexts in the Upper Mississippi Valley"
"1106","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1107","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1108","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1109","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1110","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana"
"1111","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana"
"1112","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1113","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1114","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1115","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1116","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1117","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1118","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1119","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1120","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1121","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1122","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1123","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1124","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1125","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1126","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1127","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1128","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1129","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1130","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1131","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana"
"1132","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1133","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1134","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1135","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1136","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1137","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1138","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1139","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1140","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1141","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1142","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1143","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1144","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1145","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1146","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1147","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1148","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1149","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1150","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1151","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1152","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1153","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1154","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1155","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1156","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana"
"1157","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1158","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1159","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1160","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1161","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1162","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1163","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1164","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana"
"1165","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1166","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1167","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1168","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1169","Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships"
"1170","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1171","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1172","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1173","Plazas as Architecture: An Example from the Raffman Site, Northeast Louisiana"
"1174","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1175","Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships"
"1176","Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships"
"1177","Reconstructing the Paleodiet of the Caddo Through Stable Isotopes"
"1178","Sociopolitical Implications of Mississippian Mound Volume"
"1179","Sociopolitical Implications of Mississippian Mound Volume"
"1180","Courage and Thoughtful Scholarship = Indigenous Archaeology Partnerships"
"1181","Sociopolitical Implications of Mississippian Mound Volume"
"1182","A Review of Lichenometric Dating and Its Applications to Archaeology"
"1183","A Review of Lichenometric Dating and Its Applications to Archaeology"
"1184","A Review of Lichenometric Dating and Its Applications to Archaeology"
"1185","A Review of Lichenometric Dating and Its Applications to Archaeology"
"1186","A Review of Lichenometric Dating and Its Applications to Archaeology"
"1187","A Review of Lichenometric Dating and Its Applications to Archaeology"
"1188","Sociopolitical Implications of Mississippian Mound Volume"
"1189","A Review of Lichenometric Dating and Its Applications to Archaeology"
"1190","Sociopolitical Implications of Mississippian Mound Volume"
"1191","A Review of Lichenometric Dating and Its Applications to Archaeology"
"1192","Caddo Populations in Northeast Texas: A Response to Taylor and Creel"
"1193","Paleoindian Exploitation of Mammals in Eastern Washington State"
"1194","A Review of Lichenometric Dating and Its Applications to Archaeology"
"1195","Sociopolitical Implications of Mississippian Mound Volume"
"1196","Sociopolitical Implications of Mississippian Mound Volume"
"1197","Late Archaic Totemism in the Greater American Southwest"
"1198","Late Archaic Totemism in the Greater American Southwest"
"1199","Paleoindian Exploitation of Mammals in Eastern Washington State"
"1200","Paleoindian Exploitation of Mammals in Eastern Washington State"
"1201","Sociopolitical Implications of Mississippian Mound Volume"
"1202","Late Archaic Totemism in the Greater American Southwest"
"1203","Paleoindian Exploitation of Mammals in Eastern Washington State"
"1204","Late Archaic Totemism in the Greater American Southwest"
"1205","Contextual Incongruities, Statistical Outliers, and Anomalies..."
"1206","Rock Shelters As Women's Retreats: Understanding Newt Kash"
"1207","An Integrated Geoarchaeology of the Late Woodland Sand Mound"
"1208","Rock Shelters As Women's Retreats: Understanding Newt Kash"
"1209","Rock Shelters As Women's Retreats: Understanding Newt Kash"
"1210","Rock Shelters As Women's Retreats: Understanding Newt Kash"
"1211","Rock Shelters As Women's Retreats: Understanding Newt Kash"
"1212","Rock Shelters As Women's Retreats: Understanding Newt Kash"
"1213",NA
"1214",NA
"1215",NA
